,cat1,cat2,cat3
54803,for-the-home,utensils-and-appliances,
54804,vehicles,cars,light
54805,vehicles,cars,light
54806,electronic-devices,game-consoles-and-video-games,
54807,for-the-home,baby-and-toys,
54808,electronic-devices,game-consoles-and-video-games,
54809,vehicles,cars,light
54810,vehicles,parts-accessories,
54811,vehicles,cars,light
54812,personal,clothing-and-shoes,clothing
54813,vehicles,mobile-tablet,
54814,vehicles,cars,
54815,personal,clothing-and-shoes,clothing
54816,personal,childrens-clothing-and-shoe,
54817,for-the-home,utensils-and-appliances,fridge-and-freezer
54818,vehicles,cars,light
54819,electronic-devices,mobile-tablet,mobile-tablet-accessories
54820,vehicles,cars,light
54821,vehicles,cars,light
54822,for-the-home,utensils-and-appliances,cookware-tableware
54823,vehicles,cars,light
54824,personal,clothing-and-shoes,clothing
54825,personal,clothing-and-shoes,clothing
54826,for-the-home,furniture-and-home-decore,beds-bedroom
54827,vehicles,parts-accessories,
54828,electronic-devices,game-consoles-and-video-games,
54829,vehicles,cars,light
54830,for-the-home,furniture-and-home-decore,tables-and-chairs
54831,leisure-hobbies,animals,birds
54832,electronic-devices,computers,desktops
54833,for-the-home,furniture-and-home-decore,sofa-armchair
54834,vehicles,cars,
54835,for-the-home,utensils-and-appliances,washer-dryer
54836,electronic-devices,computers,light
54837,vehicles,cars,light
54838,personal,clothing-and-shoes,clothing
54839,for-the-home,utensils-and-appliances,cookware-tableware
54840,vehicles,cars,light
54841,vehicles,cars,light
54842,leisure-hobbies,sport-leisure,training
54843,for-the-home,utensils-and-appliances,
54844,vehicles,cars,light
54845,for-the-home,furniture-and-home-decore,lighting
54846,vehicles,cars,light
54847,for-the-home,utensils-and-appliances,cookware-tableware
54848,businesses,equipments-and-machinery,
54849,vehicles,parts-accessories,
54850,personal,clothing-and-shoes,clothing
54851,vehicles,cars,light
54852,electronic-devices,building-and-garden,stove-and-heating
54853,electronic-devices,mobile-tablet,mobile-phones
54854,vehicles,cars,light
54855,vehicles,cars,light
54856,electronic-devices,mobile-tablet,mobile-phones
54857,electronic-devices,audio-video,tv-projector
54858,electronic-devices,audio-video,tv-projector
54859,vehicles,cars,light
54860,vehicles,cars,light
54861,electronic-devices,game-consoles-and-video-games,
54862,vehicles,cars,light
54863,vehicles,cars,light
54864,electronic-devices,equipments-and-machinery,
54865,electronic-devices,mobile-tablet,mobile-phones
54866,vehicles,cars,light
54867,leisure-hobbies,animals,farm-animals
54868,personal,clothing-and-shoes,clothing
54869,electronic-devices,audio-video,tv-projector
54870,electronic-devices,computers,laptops
54871,vehicles,parts-accessories,
54872,vehicles,cars,light
54873,for-the-home,furniture-and-home-decore,antiques-and-art
54874,businesses,equipments-and-machinery,industrial
54875,for-the-home,furniture-and-home-decore,beds-bedroom
54876,electronic-devices,game-consoles-and-video-games,
54877,vehicles,motorcycles,
54878,electronic-devices,mobile-tablet,
54879,electronic-devices,audio-video,
54880,for-the-home,furniture-and-home-decore,sofa-armchair
54881,vehicles,cars,light
54882,for-the-home,furniture-and-home-decore,sofa-armchair
54883,electronic-devices,mobile-tablet,mobile-phones
54884,for-the-home,furniture-and-home-decore,antiques-and-art
54885,for-the-home,furniture-and-home-decore,
54886,for-the-home,building-and-garden,
54887,for-the-home,furniture-and-home-decore,storage
54888,leisure-hobbies,animals,birds
54889,electronic-devices,game-consoles-and-video-games,
54890,for-the-home,furniture-and-home-decore,sofa-armchair
54891,leisure-hobbies,animals,birds
54892,for-the-home,furniture-and-home-decore,storage
54893,electronic-devices,mobile-tablet,mobile-phones
54894,electronic-devices,mobile-tablet,mobile-phones
54895,vehicles,cars,light
54896,vehicles,parts-accessories,
54897,leisure-hobbies,animals,farm-animals
54898,personal,clothing-and-shoes,clothing
54899,leisure-hobbies,bicycle,
54900,personal,jewelry-and-watches,watches
54901,for-the-home,furniture-and-home-decore,beds-bedroom
54902,businesses,equipments-and-machinery,industrial
54903,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
54904,vehicles,parts-accessories,
54905,for-the-home,building-and-garden,
54906,vehicles,cars,light
54907,for-the-home,furniture-and-home-decore,sofa-armchair
54908,vehicles,cars,light
54909,for-the-home,furniture-and-home-decore,sofa-armchair
54910,for-the-home,utensils-and-appliances,cookware-tableware
54911,electronic-devices,mobile-tablet,mobile-phones
54912,for-the-home,furniture-and-home-decore,storage
54913,personal,jewelry-and-watches,
54914,leisure-hobbies,animals,birds
54915,electronic-devices,mobile-tablet,mobile-phones
54916,electronic-devices,mobile-tablet,mobile-phones
54917,vehicles,cars,light
54918,businesses,equipments-and-machinery,offices
54919,personal,clothing-and-shoes,shoes-belt-bag
54920,for-the-home,furniture-and-home-decore,tables-and-chairs
54921,personal,clothing-and-shoes,clothing
54922,electronic-devices,computers,desktops
54923,vehicles,cars,light
54924,businesses,equipments-and-machinery,offices
54925,electronic-devices,computers,desktops
54926,for-the-home,furniture-and-home-decore,carpets
54927,personal,clothing-and-shoes,clothing
54928,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
54929,electronic-devices,health-beauty,
54930,for-the-home,furniture-and-home-decore,sofa-armchair
54931,vehicles,cars,light
54932,for-the-home,clothing-and-shoes,clothing
54933,businesses,equipments-and-machinery,shop-and-cash
54934,for-the-home,furniture-and-home-decore,sofa-armchair
54935,vehicles,parts-accessories,
54936,for-the-home,furniture-and-home-decore,sofa-armchair
54937,electronic-devices,mobile-tablet,mobile-phones
54938,personal,baby-and-toys,childrens-furniture
54939,vehicles,cars,light
54940,for-the-home,utensils-and-appliances,cookware-tableware
54941,vehicles,cars,light
54942,for-the-home,utensils-and-appliances,cookware-tableware
54943,for-the-home,utensils-and-appliances,cookware-tableware
54944,for-the-home,furniture-and-home-decore,beds-bedroom
54945,for-the-home,furniture-and-home-decore,sofa-armchair
54946,vehicles,motorcycles,
54947,personal,clothing-and-shoes,clothing
54948,vehicles,cars,light
54949,vehicles,cars,light
54950,for-the-home,furniture-and-home-decore,tables-and-chairs
54951,personal,baby-and-toys,personal-toys
54952,vehicles,cars,light
54953,electronic-devices,mobile-tablet,mobile-tablet-accessories
54954,personal,clothing-and-shoes,clothing
54955,personal,clothing-and-shoes,clothing
54956,vehicles,cars,light
54957,vehicles,cars,light
54958,electronic-devices,mobile-tablet,mobile-phones
54959,for-the-home,utensils-and-appliances,
54960,vehicles,cars,light
54961,for-the-home,furniture-and-home-decore,beds-bedroom
54962,personal,clothing-and-shoes,shoes-belt-bag
54963,vehicles,cars,light
54964,vehicles,cars,heavy
54965,for-the-home,utensils-and-appliances,cookware-tableware
54966,electronic-devices,mobile-tablet,mobile-phones
54967,vehicles,cars,light
54968,vehicles,cars,heavy
54969,for-the-home,building-and-garden,stove-and-heating
54970,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
54971,personal,baby-and-toys,strollers-and-accessories
54972,vehicles,cars,light
54973,leisure-hobbies,animals,birds
54974,vehicles,parts-accessories,
54975,for-the-home,furniture-and-home-decore,storage
54976,leisure-hobbies,book-student-literature,educational
54977,for-the-home,furniture-and-home-decore,sofa-armchair
54978,for-the-home,furniture-and-home-decore,sofa-armchair
54979,vehicles,cars,heavy
54980,leisure-hobbies,animals,birds
54981,vehicles,cars,light
54982,electronic-devices,sport-leisure,
54983,vehicles,motorcycles,
54984,vehicles,parts-accessories,
54985,leisure-hobbies,bicycle,
54986,vehicles,cars,
54987,vehicles,cars,light
54988,personal,clothing-and-shoes,clothing
54989,leisure-hobbies,sport-leisure,training
54990,vehicles,cars,light
54991,for-the-home,furniture-and-home-decore,tables-and-chairs
54992,personal,clothing-and-shoes,clothing
54993,vehicles,cars,light
54994,for-the-home,furniture-and-home-decore,storage
54995,for-the-home,furniture-and-home-decore,antiques-and-art
54996,vehicles,cars,light
54997,electronic-devices,parts-accessories,
54998,vehicles,cars,light
54999,vehicles,cars,light
55000,for-the-home,utensils-and-appliances,
55001,leisure-hobbies,animals,birds
55002,for-the-home,utensils-and-appliances,fridge-and-freezer
55003,electronic-devices,mobile-tablet,mobile-phones
55004,electronic-devices,audio-video,camera-camcoders
55005,personal,clothing-and-shoes,clothing
55006,for-the-home,furniture-and-home-decore,antiques-and-art
55007,leisure-hobbies,travel-packages,
55008,for-the-home,furniture-and-home-decore,sofa-armchair
55009,vehicles,cars,light
55010,personal,clothing-and-shoes,shoes-belt-bag
55011,vehicles,parts-accessories,
55012,for-the-home,utensils-and-appliances,cookware-tableware
55013,leisure-hobbies,animals,birds
55014,vehicles,cars,light
55015,personal,health-beauty,
55016,personal,clothing-and-shoes,clothing
55017,electronic-devices,computers,printer-scaner-copier
55018,personal,clothing-and-shoes,shoes-belt-bag
55019,for-the-home,furniture-and-home-decore,
55020,vehicles,parts-accessories,
55021,businesses,equipments-and-machinery,
55022,vehicles,cars,light
55023,personal,clothing-and-shoes,clothing
55024,electronic-devices,mobile-tablet,mobile-phones
55025,electronic-devices,game-consoles-and-video-games,
55026,for-the-home,furniture-and-home-decore,antiques-and-art
55027,businesses,equipments-and-machinery,
55028,vehicles,cars,light
55029,vehicles,cars,light
55030,for-the-home,utensils-and-appliances,
55031,vehicles,cars,light
55032,for-the-home,furniture-and-home-decore,sofa-armchair
55033,for-the-home,furniture-and-home-decore,antiques-and-art
55034,electronic-devices,mobile-tablet,mobile-phones
55035,electronic-devices,mobile-tablet,
55036,vehicles,cars,light
55037,vehicles,cars,light
55038,personal,clothing-and-shoes,clothing
55039,for-the-home,furniture-and-home-decore,antiques-and-art
55040,vehicles,cars,light
55041,for-the-home,equipments-and-machinery,fridge-and-freezer
55042,electronic-devices,mobile-tablet,mobile-phones
55043,for-the-home,furniture-and-home-decore,antiques-and-art
55044,for-the-home,furniture-and-home-decore,beds-bedroom
55045,businesses,clothing-and-shoes,clothing
55046,vehicles,cars,light
55047,vehicles,cars,light
55048,vehicles,parts-accessories,
55049,for-the-home,furniture-and-home-decore,antiques-and-art
55050,vehicles,cars,light
55051,personal,jewelry-and-watches,watches
55052,businesses,equipments-and-machinery,industrial
55053,electronic-devices,mobile-tablet,mobile-phones
55054,for-the-home,furniture-and-home-decore,sofa-armchair
55055,electronic-devices,audio-video,
55056,for-the-home,utility,instrument-cleaning-tailoring
55057,personal,clothing-and-shoes,shoes-belt-bag
55058,businesses,batch,
55059,electronic-devices,mobile-tablet,mobile-phones
55060,vehicles,motorcycles,
55061,for-the-home,furniture-and-home-decore,tables-and-chairs
55062,leisure-hobbies,animals,birds
55063,electronic-devices,audio-video,tv-projector
55064,leisure-hobbies,animals,birds
55065,leisure-hobbies,animals,farm-animals
55066,electronic-devices,computers,parts-and-accessories
55067,vehicles,cars,light
55068,vehicles,cars,light
55069,leisure-hobbies,book-student-literature,educational
55070,vehicles,parts-accessories,
55071,vehicles,cars,
55072,vehicles,cars,light
55073,for-the-home,utensils-and-appliances,
55074,personal,clothing-and-shoes,clothing
55075,vehicles,cars,light
55076,electronic-devices,audio-video,camera-camcoders
55077,vehicles,motorcycles,
55078,for-the-home,furniture-and-home-decore,tables-and-chairs
55079,leisure-hobbies,animals,birds
55080,vehicles,cars,light
55081,for-the-home,furniture-and-home-decore,sofa-armchair
55082,vehicles,motorcycles,
55083,electronic-devices,audio-video,camera-camcoders
55084,for-the-home,utensils-and-appliances,fridge-and-freezer
55085,vehicles,cars,light
55086,vehicles,cars,light
55087,for-the-home,utility,instrument-cleaning-tailoring
55088,leisure-hobbies,sport-leisure,training
55089,vehicles,cars,light
55090,vehicles,motorcycles,
55091,personal,clothing-and-shoes,shoes-belt-bag
55092,electronic-devices,mobile-tablet,mobile-phones
55093,leisure-hobbies,animals,birds
55094,leisure-hobbies,animals,birds
55095,leisure-hobbies,animals,birds
55096,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
55097,vehicles,cars,light
55098,for-the-home,utensils-and-appliances,fridge-and-freezer
55099,vehicles,cars,heavy
55100,personal,clothing-and-shoes,clothing
55101,electronic-devices,mobile-tablet,mobile-phones
55102,vehicles,cars,light
55103,electronic-devices,computers,modem-and-network-equipment
55104,electronic-devices,mobile-tablet,mobile-phones
55105,for-the-home,furniture-and-home-decore,lighting
55106,for-the-home,furniture-and-home-decore,storage
55107,electronic-devices,audio-video,tv-projector
55108,for-the-home,utensils-and-appliances,cookware-tableware
55109,for-the-home,equipments-and-machinery,
55110,leisure-hobbies,book-student-literature,educational
55111,vehicles,cars,light
55112,vehicles,cars,light
55113,vehicles,cars,light
55114,personal,childrens-clothing-and-shoe,
55115,vehicles,mobile-tablet,mobile-phones
55116,leisure-hobbies,animals,birds
55117,personal,clothing-and-shoes,shoes-belt-bag
55118,leisure-hobbies,animals,accessories
55119,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
55120,vehicles,cars,
55121,vehicles,cars,light
55122,vehicles,cars,light
55123,for-the-home,furniture-and-home-decore,textile-ornaments
55124,vehicles,cars,light
55125,personal,baby-and-toys,personal-toys
55126,for-the-home,furniture-and-home-decore,textile-ornaments
55127,electronic-devices,mobile-tablet,mobile-phones
55128,vehicles,cars,light
55129,businesses,equipments-and-machinery,shop-and-cash
55130,for-the-home,utensils-and-appliances,
55131,for-the-home,utensils-and-appliances,microwave-stove
55132,vehicles,cars,heavy
55133,electronic-devices,mobile-tablet,mobile-phones
55134,electronic-devices,game-consoles-and-video-games,
55135,personal,utensils-and-appliances,washer-dryer
55136,vehicles,furniture-and-home-decore,
55137,for-the-home,furniture-and-home-decore,antiques-and-art
55138,for-the-home,furniture-and-home-decore,antiques-and-art
55139,leisure-hobbies,musical-instruments,guitar-bass-amplifier
55140,for-the-home,furniture-and-home-decore,tables-and-chairs
55141,for-the-home,furniture-and-home-decore,antiques-and-art
55142,electronic-devices,mobile-tablet,mobile-phones
55143,vehicles,cars,light
55144,vehicles,parts-accessories,
55145,vehicles,cars,light
55146,personal,clothing-and-shoes,clothing
55147,for-the-home,furniture-and-home-decore,tables-and-chairs
55148,vehicles,parts-accessories,
55149,for-the-home,furniture-and-home-decore,
